"","location_name","data_date","submitted_date","Province","District","malaria_rdt_0-4","malaria_rdt_5-14","malaria_rdt_15","malaria_tot","newid"
"1770","Facility 39",2020-07-03,2020-07-10,"North","Spring",29,32,31,92,39
"1771","Facility 39",2020-07-02,2020-07-10,"North","Spring",19,18,15,52,39
"1772","Facility 24",2020-07-09,2020-07-10,"North","Bolo",11,10,20,41,24
"1773","Facility 39",2020-07-01,2020-07-10,"North","Spring",14,27,24,65,39
"1774","Facility 2",2020-07-09,2020-07-10,"North","Bolo",30,20,25,75,2
"1775","Facility 65",2020-06-25,2020-07-10,"North","Spring",NA,NA,NA,NA,65
"1776","Facility 38",2020-07-10,2020-07-10,"North","Bolo",0,0,0,0,38
"1777","Facility 4",2020-07-08,2020-07-09,"North","Bolo",31,27,52,110,4
"1778","Facility 36",2020-07-09,2020-07-09,"North","Dingo",0,0,0,0,36
"1779","Facility 35",2020-07-08,2020-07-09,"North","Spring",98,48,105,251,35
"1780","Facility 2",2020-07-08,2020-07-09,"North","Bolo",45,18,22,85,2
"1781","Facility 2",2020-07-07,2020-07-09,"North","Bolo",49,20,30,99,2
"1782","Facility 30",2020-07-09,2020-07-09,"North","Bolo",15,11,37,63,30
"1783","Facility 13",2020-07-08,2020-07-09,"North","Bolo",0,0,0,0,13
"1784","Facility 24",2020-07-08,2020-07-09,"North","Bolo",6,7,47,60,24
"1785","Facility 49",2020-07-08,2020-07-09,"North","Dingo",12,29,51,92,49
"1786","Facility 21",2020-07-09,2020-07-09,"North","Bolo",24,14,13,51,21
"1787","Facility 9",2020-07-08,2020-07-09,"North","Spring",25,17,29,71,9
"1788","Facility 8",2020-07-08,2020-07-09,"North","Bolo",0,0,2,2,8
"1789","Facility 26",2020-07-08,2020-07-09,"North","Bolo",6,6,8,20,26
"1790","Facility 46",2020-07-08,2020-07-09,"North","Dingo",4,13,22,39,46
"1791","Facility 19",2020-07-08,2020-07-09,"North","Bolo",12,9,24,45,19
"1792","Facility 29",2020-07-08,2020-07-09,"North","Dingo",26,33,23,82,29
"1793","Facility 50",2020-07-07,2020-07-09,"North","Spring",81,41,36,158,50
"1794","Facility 12",2020-07-08,2020-07-09,"North","Dingo",57,54,118,229,12
"1795","Facility 48",2020-07-08,2020-07-09,"North","Dingo",12,12,11,35,48
"1796","Facility 51",2020-07-08,2020-07-09,"North","Spring",2,2,24,28,51
"1797","Facility 3",2020-07-09,2020-07-09,"North","Dingo",6,5,13,24,3
"1798","Facility 18",2020-07-08,2020-07-09,"North","Bolo",6,1,5,12,18
"1799","Facility 18",2020-07-07,2020-07-09,"North","Bolo",1,1,3,5,18
"1800","Facility 11",2020-07-08,2020-07-09,"North","Spring",48,23,49,120,11
"1801","Facility 38",2020-07-09,2020-07-09,"North","Bolo",0,0,0,0,38
"1802","Facility 42",2020-07-08,2020-07-09,"North","Dingo",20,7,50,77,42
"1803","Facility 42",2020-07-06,2020-07-09,"North","Dingo",16,8,35,59,42
"1804","Facility 30",2020-07-08,2020-07-08,"North","Bolo",9,8,29,46,30
"1805","Facility 10",2020-06-29,2020-06-30,"North","Bolo",0,6,3,9,10
"1806","Facility 52",2020-06-22,2020-07-04,"North","Bolo",15,11,24,50,52
"1807","Facility 52",2020-06-25,2020-07-05,"North","Bolo",18,5,34,57,52
"1808","Facility 38",2020-07-08,2020-07-08,"North","Bolo",8,9,16,33,38
"1809","Facility 5",2020-07-08,2020-07-08,"North","Bolo",14,13,27,54,5
"1810","Facility 52",2020-06-20,2020-07-04,"North","Bolo",13,8,41,62,52
"1811","Facility 36",2020-07-08,2020-07-08,"North","Dingo",11,6,11,28,36
"1812","Facility 20",2020-07-21,2020-07-25,"North","Barnard",8,4,15,27,20
"1813","Facility 20",2020-07-20,2020-07-25,"North","Barnard",5,1,8,14,20
"1814","Facility 20",2020-07-24,2020-07-25,"North","Barnard",2,1,1,4,20
"1815","Facility 37",2020-07-24,2020-07-25,"North","Bolo",1,3,58,62,37
"1816","Facility 37",2020-07-23,2020-07-25,"North","Bolo",6,5,35,46,37
"1817","Facility 37",2020-07-22,2020-07-25,"North","Bolo",2,4,20,26,37
"1818","Facility 32",2020-07-25,2020-07-25,"North","Spring",51,50,21,122,32
"1819","Facility 32",2020-07-23,2020-07-25,"North","Spring",11,10,18,39,32
"1820","Facility 14",2020-07-25,2020-07-25,"North","Dingo",6,3,20,29,14
"1821","Facility 32",2020-07-22,2020-07-25,"North","Spring",32,42,45,119,32
"1822","Facility 32",2020-07-21,2020-07-25,"North","Spring",30,29,43,102,32
"1823","Facility 32",2020-07-20,2020-07-25,"North","Spring",27,37,36,100,32
"1824","Facility 32",2020-07-19,2020-07-25,"North","Spring",39,23,50,112,32
"1825","Facility 50",2020-07-24,2020-07-25,"North","Spring",1,4,6,11,50
"1826","Facility 10",2020-07-25,2020-07-25,"North","Bolo",0,27,18,45,10
"1827","Facility 10",2020-07-24,2020-07-25,"North","Bolo",0,4,3,7,10
"1828","Facility 10",2020-07-23,2020-07-25,"North","Bolo",0,5,12,17,10
"1829","Facility 58",2020-07-21,2020-07-25,"North","Spring",19,0,42,61,58
"1830","Facility 58",2020-07-19,2020-07-25,"North","Spring",40,10,108,158,58
"1831","Facility 32",2020-07-16,2020-07-17,"North","Spring",0,0,0,0,32
"1832","Facility 32",2020-07-17,2020-07-17,"North","Spring",0,0,0,0,32
"1833","Facility 55",2020-07-16,2020-07-17,"North","Bolo",24,1,20,45,55
"1834","Facility 55",2020-07-15,2020-07-17,"North","Bolo",3,4,20,27,55
"1835","Facility 30",2020-07-17,2020-07-17,"North","Bolo",15,34,29,78,30
"1836","Facility 30",2020-07-16,2020-07-17,"North","Bolo",18,28,31,77,30
"1837","Facility 30",2020-07-16,2020-07-17,"North","Bolo",18,28,31,77,30
"1838","Facility 60",2020-07-16,2020-07-17,"North","Bolo",0,0,0,0,60
"1839","Facility 49",2020-07-15,2020-07-17,"North","Dingo",45,37,13,95,49
"1840","Facility 29",2020-07-16,2020-07-17,"North","Dingo",4,5,5,14,29
"1841","Facility 48",2020-07-17,2020-07-17,"North","Dingo",0,0,0,0,48
"1842","Facility 21",2020-07-17,2020-07-17,"North","Bolo",7,3,14,24,21
"1843","Facility 21",2020-07-17,2020-07-17,"North","Bolo",7,3,14,24,21
"1844","Facility 15",2020-07-16,2020-07-17,"North","Barnard",13,19,23,55,15
"1845","Facility 16",2020-07-16,2020-07-17,"North","Barnard",27,33,30,90,16
"1846","Facility 26",2020-07-16,2020-07-17,"North","Bolo",0,0,0,0,26
"1847","Facility 9",2020-07-16,2020-07-17,"North","Spring",9,8,0,17,9
"1848","Facility 20",2020-07-16,2020-07-17,"North","Barnard",13,4,25,42,20
"1849","Facility 20",2020-07-16,2020-07-17,"North","Barnard",13,4,25,42,20
"1850","Facility 12",2020-07-16,2020-07-17,"North","Dingo",70,62,95,227,12
"1851","Facility 1",2020-07-16,2020-07-17,"North","Spring",21,9,29,59,1
"1852","Facility 11",2020-07-16,2020-07-17,"North","Spring",32,5,7,44,11
"1853","Facility 40",2020-07-16,2020-07-17,"North","Barnard",15,9,13,37,40
"1854","Facility 3",2020-07-17,2020-07-17,"North","Dingo",0,0,0,0,3
"1855","Facility 2",2020-07-16,2020-07-17,"North","Bolo",25,30,25,80,2
"1856","Facility 34",2020-07-16,2020-07-16,"North","Dingo",0,0,0,0,34
"1857","Facility 35",2020-07-14,2020-07-16,"North","Spring",82,69,148,299,35
"1858","Facility 35",2020-07-13,2020-07-16,"North","Spring",157,73,158,388,35
"1859","Facility 35",2020-07-12,2020-07-16,"North","Spring",68,48,37,153,35
"1860","Facility 32",2020-07-05,2020-07-08,"North","Spring",NA,NA,NA,NA,32
"1861","Facility 32",2020-07-02,2020-07-08,"North","Spring",NA,NA,NA,NA,32
"1862","Facility 32",2020-07-01,2020-07-08,"North","Spring",NA,NA,NA,NA,32
"1863","Facility 34",2020-07-08,2020-07-08,"North","Dingo",11,11,8,30,34
"1864","Facility 55",2020-07-07,2020-07-08,"North","Bolo",4,1,8,13,55
"1865","Facility 22",2020-07-08,2020-07-08,"North","Bolo",10,3,22,35,22
"1866","Facility 55",2020-07-06,2020-07-08,"North","Bolo",4,0,4,8,55
"1867","Facility 55",2020-07-05,2020-07-08,"North","Bolo",7,8,10,25,55
"1868","Facility 55",2020-07-04,2020-07-08,"North","Bolo",17,9,27,53,55
"1869","Facility 60",2020-07-07,2020-07-08,"North","Bolo",9,12,19,40,60
"1870","Facility 10",2020-07-08,2020-07-08,"North","Bolo",0,12,30,42,10
"1871","Facility 37",2020-07-07,2020-07-08,"North","Bolo",11,2,28,41,37
"1872","Facility 21",2020-07-08,2020-07-08,"North","Bolo",45,8,3,56,21
"1873","Facility 36",2020-07-07,2020-07-08,"North","Dingo",12,6,14,32,36
"1874","Facility 52",2020-07-07,2020-07-08,"North","Bolo",24,19,55,98,52
"1875","Facility 52",2020-07-06,2020-07-08,"North","Bolo",19,13,25,57,52
"1876","Facility 13",2020-07-07,2020-07-08,"North","Bolo",0,0,0,0,13
"1877","Facility 9",2020-07-07,2020-07-08,"North","Spring",40,10,45,95,9
"1878","Facility 19",2020-07-07,2020-07-08,"North","Bolo",40,23,23,86,19
"1879","Facility 12",2020-07-07,2020-07-08,"North","Dingo",28,49,106,183,12
"1880","Facility 8",2020-07-07,2020-07-08,"North","Bolo",4,1,9,14,8
"1881","Facility 31",2020-07-07,2020-07-08,"North","Dingo",15,21,15,51,31
"1882","Facility 49",2020-07-07,2020-07-08,"North","Dingo",52,26,38,116,49
"1883","Facility 29",2020-07-07,2020-07-08,"North","Dingo",17,29,41,87,29
"1884","Facility 30",2020-07-07,2020-07-07,"North","Bolo",16,27,32,75,30
"1885","Facility 30",2020-07-06,2020-07-07,"North","Bolo",26,31,37,94,30
"1886","Facility 4",2020-07-07,2020-07-07,"North","Bolo",22,31,87,140,4
"1887","Facility 50",2020-07-06,2020-07-07,"North","Spring",109,9,43,161,50
"1888","Facility 35",2020-07-04,2020-07-07,"North","Spring",78,73,85,236,35
"1889","Facility 35",2020-07-06,2020-07-07,"North","Spring",60,48,88,196,35
"1890","Facility 35",2020-07-05,2020-07-07,"North","Spring",81,81,86,248,35
"1891","Facility 35",2020-07-07,2020-07-07,"North","Spring",27,16,31,74,35
"1892","Facility 5",2020-07-06,2020-07-07,"North","Bolo",11,8,24,43,5
"1893","Facility 5",2020-07-07,2020-07-07,"North","Bolo",11,8,24,43,5
"1894","Facility 18",2020-07-06,2020-07-07,"North","Bolo",6,0,6,12,18
"1895","Facility 30",2020-07-05,2020-07-07,"North","Bolo",12,17,29,58,30
"1896","Facility 30",2020-07-04,2020-07-07,"North","Bolo",7,17,21,45,30
"1897","Facility 30",2020-07-03,2020-07-07,"North","Bolo",11,9,28,48,30
"1898","Facility 46",2020-07-07,2020-07-07,"North","Dingo",6,6,11,23,46
"1899","Facility 46",2020-07-06,2020-07-07,"North","Dingo",15,8,26,49,46
"1900","Facility 29",2020-07-06,2020-07-07,"North","Dingo",21,40,36,97,29
"1901","Facility 60",2020-07-06,2020-07-07,"North","Bolo",6,12,21,39,60
"1902","Facility 34",2020-07-07,2020-07-07,"North","Dingo",9,10,9,28,34
"1903","Facility 48",2020-07-06,2020-07-07,"North","Dingo",6,6,17,29,48
"1904","Facility 10",2020-07-07,2020-07-07,"North","Bolo",0,10,20,30,10
"1905","Facility 38",2020-07-07,2020-07-07,"North","Bolo",9,5,14,28,38
"1906","Facility 23",2020-07-06,2020-07-07,"North","Dingo",0,0,0,0,23
"1907","Facility 19",2020-07-06,2020-07-07,"North","Bolo",0,50,78,128,19
"1908","Facility 34",2020-07-06,2020-07-07,"North","Dingo",15,11,10,36,34
"1909","Facility 12",2020-07-06,2020-07-07,"North","Dingo",12,13,77,102,12
"1910","Facility 12",2020-07-05,2020-07-07,"North","Dingo",31,34,90,155,12
"1911","Facility 12",2020-07-04,2020-07-07,"North","Dingo",39,11,93,143,12
"1912","Facility 12",2020-07-03,2020-07-07,"North","Dingo",40,39,70,149,12
"1913","Facility 12",2020-06-30,2020-07-07,"North","Dingo",44,18,79,141,12
"1914","Facility 12",2020-07-01,2020-07-07,"North","Dingo",30,39,80,149,12
"1915","Facility 12",2020-07-02,2020-07-07,"North","Dingo",52,33,43,128,12
"1916","Facility 21",2020-07-07,2020-07-07,"North","Bolo",26,10,13,49,21
"1917","Facility 12",2020-06-29,2020-07-07,"North","Dingo",34,22,49,105,12
"1918","Facility 53",2020-07-06,2020-07-07,"North","Bolo",11,3,10,24,53
"1919","Facility 36",2020-07-06,2020-07-07,"North","Dingo",14,8,19,41,36
"1920","Facility 8",2020-07-06,2020-07-07,"North","Bolo",7,3,8,18,8
"1921","Facility 24",2020-07-06,2020-07-07,"North","Bolo",7,4,14,25,24
"1922","Facility 64",2020-07-06,2020-07-07,"North","Dingo",19,0,20,39,64
"1923","Facility 2",2020-07-06,2020-07-07,"North","Bolo",32,20,20,72,2
"1924","Facility 7",2020-07-06,2020-07-07,"North","Spring",19,23,14,56,7
"1925","Facility 37",2020-07-06,2020-07-07,"North","Bolo",11,2,13,26,37
"1926","Facility 13",2020-07-06,2020-07-07,"North","Bolo",0,0,0,0,13
"1927","Facility 49",2020-07-06,2020-07-07,"North","Dingo",58,55,41,154,49
"1928","Facility 31",2020-07-06,2020-07-07,"North","Dingo",11,10,15,36,31
"1929","Facility 31",2020-07-04,2020-07-07,"North","Dingo",0,0,0,0,31
"1930","Facility 3",2020-07-07,2020-07-07,"North","Dingo",21,6,12,39,3
"1931","Facility 11",2020-07-06,2020-07-07,"North","Spring",62,25,41,128,11
"1932","Facility 51",2020-07-06,2020-07-07,"North","Spring",NA,NA,NA,NA,51
"1933","Facility 25",2020-07-06,2020-07-07,"North","Bolo",3,1,9,13,25
"1934","Facility 27",2020-07-06,2020-07-07,"North","Spring",12,11,17,40,27
"1935","Facility 26",2020-07-06,2020-07-07,"North","Bolo",6,4,10,20,26
"1936","Facility 27",2020-07-05,2020-07-07,"North","Spring",11,18,14,43,27
"1937","Facility 9",2020-07-06,2020-07-07,"North","Spring",42,30,55,127,9
"1938","Facility 52",2020-07-05,2020-07-06,"North","Bolo",18,13,50,81,52
"1939","Facility 29",2020-07-05,2020-07-06,"North","Dingo",25,23,27,75,29
"1940","Facility 51",2020-07-05,2020-07-06,"North","Spring",NA,NA,NA,NA,51
"1941","Facility 48",2020-07-05,2020-07-06,"North","Dingo",9,8,17,34,48
"1942","Facility 4",2020-07-06,2020-07-06,"North","Bolo",33,17,53,103,4
"1943","Facility 5",2020-07-05,2020-07-06,"North","Bolo",12,14,24,50,5
"1944","Facility 22",2020-07-06,2020-07-06,"North","Bolo",12,6,9,27,22
"1945","Facility 22",2020-06-25,2020-07-06,"North","Bolo",0,0,4,4,22
"1946","Facility 22",2020-06-27,2020-07-06,"North","Bolo",8,13,12,33,22
"1947","Facility 22",2020-06-24,2020-07-06,"North","Bolo",13,4,8,25,22
"1948","Facility 38",2020-07-06,2020-07-06,"North","Bolo",10,3,5,18,38
"1949","Facility 10",2020-07-06,2020-07-06,"North","Bolo",0,9,21,30,10
"1950","Facility 19",2020-07-05,2020-07-06,"North","Bolo",0,35,52,87,19
"1951","Facility 37",2020-07-05,2020-07-06,"North","Bolo",5,3,26,34,37
"1952","Facility 33",2020-07-05,2020-07-06,"North","Barnard",5,3,5,13,33
"1953","Facility 49",2020-07-05,2020-07-06,"North","Dingo",1,75,11,87,49
"1954","Facility 21",2020-07-06,2020-07-06,"North","Bolo",27,5,5,37,21
"1955","Facility 13",2020-07-05,2020-07-06,"North","Bolo",0,0,0,0,13
"1956","Facility 9",2020-07-05,2020-07-06,"North","Spring",40,15,29,84,9
"1957","Facility 9",2020-07-04,2020-07-06,"North","Spring",24,26,21,71,9
"1958","Facility 9",2020-07-03,2020-07-06,"North","Spring",0,0,0,0,9
"1959","Facility 50",2020-07-05,2020-07-06,"North","Spring",85,25,49,159,50
"1960","Facility 60",2020-07-05,2020-07-06,"North","Bolo",11,15,21,47,60
"1961","Facility 24",2020-07-05,2020-07-06,"North","Bolo",7,7,40,54,24
"1962","Facility 11",2020-07-05,2020-07-06,"North","Spring",49,33,53,135,11
"1963","Facility 46",2020-07-05,2020-07-06,"North","Dingo",13,16,17,46,46
"1964","Facility 3",2020-07-06,2020-07-06,"North","Dingo",9,7,18,34,3
"1965","Facility 42",2020-07-05,2020-07-06,"North","Dingo",24,13,33,70,42
"1966","Facility 8",2020-07-05,2020-07-06,"North","Bolo",5,2,13,20,8
"1967","Facility 38",2020-07-05,2020-07-06,"North","Bolo",7,10,7,24,38
"1968","Facility 31",2020-07-05,2020-07-06,"North","Dingo",13,9,18,40,31
"1969","Facility 2",2020-07-05,2020-07-06,"North","Bolo",11,8,10,29,2
"1970","Facility 53",2020-07-05,2020-07-06,"North","Bolo",12,6,23,41,53
"1971","Facility 22",2020-07-05,2020-07-06,"North","Bolo",10,3,10,23,22
"1972","Facility 23",2020-07-05,2020-07-06,"North","Dingo",0,0,0,0,23
"1973","Facility 26",2020-07-05,2020-07-06,"North","Bolo",8,2,6,16,26
"1974","Facility 25",2020-07-05,2020-07-06,"North","Bolo",0,1,4,5,25
"1975","Facility 41",2020-07-05,2020-07-06,"North","Barnard",5,8,9,22,41
"1976","Facility 42",2020-07-04,2020-07-05,"North","Dingo",41,15,24,80,42
"1977","Facility 42",2020-07-02,2020-07-05,"North","Dingo",17,9,10,36,42
"1978","Facility 42",2020-07-01,2020-07-05,"North","Dingo",31,12,17,60,42
"1979","Facility 36",2020-07-05,2020-07-05,"North","Dingo",15,6,11,32,36
"1980","Facility 42",2020-06-30,2020-07-05,"North","Dingo",17,8,10,35,42
"1981","Facility 42",2020-06-28,2020-07-05,"North","Dingo",24,19,41,84,42
"1982","Facility 42",2020-06-27,2020-07-05,"North","Dingo",28,15,32,75,42
"1983","Facility 42",2020-06-25,2020-07-05,"North","Dingo",16,13,6,35,42
"1984","Facility 50",2020-06-28,2020-07-05,"North","Spring",66,0,16,82,50
"1985","Facility 58",2020-07-04,2020-07-05,"North","Spring",0,15,35,50,58
"1986","Facility 58",2020-07-03,2020-07-05,"North","Spring",25,0,13,38,58
"1987","Facility 58",2020-07-02,2020-07-05,"North","Spring",12,0,10,22,58
"1988","Facility 50",2020-07-04,2020-07-05,"North","Spring",59,48,99,206,50
"1989","Facility 34",2020-07-05,2020-07-05,"North","Dingo",13,9,10,32,34
"1990","Facility 42",2020-06-24,2020-07-05,"North","Dingo",19,9,66,94,42
"1991","Facility 42",2020-06-23,2020-07-05,"North","Dingo",23,11,56,90,42
"1992","Facility 42",2020-06-22,2020-07-05,"North","Dingo",32,18,56,106,42
"1993","Facility 42",2020-05-21,2020-07-05,"North","Dingo",33,6,34,73,42
"1994","Facility 42",2020-06-20,2020-07-05,"North","Dingo",38,15,41,94,42
"1995","Facility 42",2020-06-18,2020-07-05,"North","Dingo",10,9,12,31,42
"1996","Facility 7",2020-07-05,2020-07-05,"North","Spring",26,25,38,89,7
"1997","Facility 42",2020-06-17,2020-07-05,"North","Dingo",22,15,28,65,42
"1998","Facility 42",2020-06-09,2020-07-05,"North","Dingo",25,10,51,86,42
"1999","Facility 14",2020-07-05,2020-07-05,"North","Dingo",14,18,20,52,14
"2000","Facility 48",2020-07-04,2020-07-05,"North","Dingo",6,4,23,33,48
"2001","Facility 48",2020-07-01,2020-07-05,"North","Dingo",14,10,15,39,48
"2002","Facility 52",2020-07-04,2020-07-05,"North","Bolo",20,5,46,71,52
"2003","Facility 52",2020-07-03,2020-07-05,"North","Bolo",16,18,22,56,52
"2004","Facility 52",2020-07-02,2020-07-05,"North","Bolo",24,21,31,76,52
"2005","Facility 52",2020-07-01,2020-07-05,"North","Bolo",10,8,57,75,52
"2006","Facility 52",2020-06-30,2020-07-05,"North","Bolo",23,18,37,78,52
"2007","Facility 52",2020-06-29,2020-07-05,"North","Bolo",16,11,45,72,52
"2008","Facility 52",2020-06-27,2020-07-05,"North","Bolo",19,10,34,63,52
"2009","Facility 52",2020-06-28,2020-07-05,"North","Bolo",17,5,25,47,52
"2010","Facility 19",2020-07-04,2020-07-05,"North","Bolo",26,18,46,90,19
"2011","Facility 4",2020-06-26,2020-07-05,"North","Bolo",0,0,0,0,4
"2012","Facility 4",2020-07-05,2020-07-05,"North","Bolo",22,16,23,61,4
"2013","Facility 7",2020-07-02,2020-07-05,"North","Spring",10,6,12,28,7
"2014","Facility 7",2020-07-03,2020-07-05,"North","Spring",4,8,9,21,7
"2015","Facility 7",2020-07-03,2020-07-05,"North","Spring",4,8,9,21,7
"2016","Facility 29",2020-07-04,2020-07-05,"North","Dingo",34,44,19,97,29
"2017","Facility 7",2020-07-04,2020-07-05,"North","Spring",35,20,39,94,7
"2018","Facility 24",2020-06-26,2020-07-05,"North","Bolo",10,5,40,55,24
"2019","Facility 24",2020-06-25,2020-07-05,"North","Bolo",27,5,34,66,24
"2020","Facility 33",2020-07-04,2020-07-05,"North","Barnard",3,4,4,11,33
"2021","Facility 22",2020-06-23,2020-07-05,"North","Bolo",7,5,15,27,22
"2022","Facility 22",2020-06-22,2020-07-05,"North","Bolo",12,4,14,30,22
"2023","Facility 22",2020-06-21,2020-07-05,"North","Bolo",6,4,11,21,22
"2024","Facility 10",2020-07-05,2020-07-05,"North","Bolo",0,10,13,23,10
"2025","Facility 22",2020-06-20,2020-07-05,"North","Bolo",7,4,16,27,22
"2026","Facility 38",2020-06-23,2020-07-05,"North","Bolo",9,0,7,16,38
"2027","Facility 38",2020-06-28,2020-07-05,"North","Bolo",7,10,5,22,38
"2028","Facility 22",2020-06-16,2020-07-05,"North","Bolo",11,7,13,31,22
"2029","Facility 22",2020-06-15,2020-07-05,"North","Bolo",3,5,8,16,22
"2030","Facility 38",2020-07-04,2020-07-05,"North","Bolo",12,5,9,26,38
"2031","Facility 22",2020-06-14,2020-07-05,"North","Bolo",12,3,13,28,22
"2032","Facility 22",2020-06-13,2020-07-05,"North","Bolo",9,3,13,25,22
"2033","Facility 52",2020-06-26,2020-07-05,"North","Bolo",4,5,32,41,52
"2034","Facility 4",2020-07-04,2020-07-05,"North","Bolo",41,19,37,97,4
"2035","Facility 4",2020-07-02,2020-07-05,"North","Bolo",10,7,14,31,4
"2036","Facility 49",2020-07-04,2020-07-05,"North","Dingo",0,25,0,25,49
"2037","Facility 24",2020-06-24,2020-07-05,"North","Bolo",9,7,23,39,24
"2038","Facility 8",2020-07-04,2020-07-05,"North","Bolo",2,1,11,14,8
"2039","Facility 8",2020-07-01,2020-07-05,"North","Bolo",8,4,15,27,8
"2040","Facility 8",2020-06-30,2020-07-05,"North","Bolo",5,2,12,19,8
"2041","Facility 8",2020-06-29,2020-07-05,"North","Bolo",0,0,0,0,8
"2042","Facility 8",2020-06-28,2020-07-05,"North","Bolo",8,1,12,21,8
"2043","Facility 8",2020-06-23,2020-07-05,"North","Bolo",4,0,4,8,8
"2044","Facility 8",2020-06-17,2020-07-05,"North","Bolo",0,0,0,0,8
"2045","Facility 21",2020-07-05,2020-07-05,"North","Bolo",18,7,6,31,21
"2046","Facility 13",2020-07-04,2020-07-05,"North","Bolo",0,0,0,0,13
"2047","Facility 24",2020-06-23,2020-07-05,"North","Bolo",9,7,23,39,24
"2048","Facility 24",2020-06-22,2020-07-05,"North","Bolo",10,0,28,38,24
"2049","Facility 51",2020-07-04,2020-07-05,"North","Spring",NA,NA,NA,NA,51
"2050","Facility 24",2020-06-21,2020-07-05,"North","Bolo",15,10,35,60,24
"2051","Facility 18",2020-07-04,2020-07-05,"North","Bolo",4,5,6,15,18
"2052","Facility 46",2020-07-04,2020-07-05,"North","Dingo",19,7,10,36,46
"2053","Facility 11",2020-07-04,2020-07-05,"North","Spring",89,60,70,219,11
"2054","Facility 26",2020-07-04,2020-07-05,"North","Bolo",11,7,15,33,26
"2055","Facility 25",2020-06-17,2020-07-05,"North","Bolo",0,0,0,0,25
"2056","Facility 25",2020-07-04,2020-07-05,"North","Bolo",3,0,10,13,25
"2057","Facility 24",2020-06-20,2020-07-05,"North","Bolo",34,18,50,102,24
"2058","Facility 25",2020-06-09,2020-07-05,"North","Bolo",2,1,11,14,25
"2059","Facility 24",2020-06-19,2020-07-05,"North","Bolo",25,10,45,80,24
"2060","Facility 24",2020-06-19,2020-07-05,"North","Bolo",25,10,45,80,24
